username,pk,full_name,follower_count,following_count,media_count,biography,category,external_url,is_private,is_verified
eyesaveryd,67139058903,아이세이버 양동점,14,53,66,"✨ 아이세이버 양동점 
내 곁에 가장 가까운, 아이케어전문가 ✨
🇬🇧영국식검안법
월 ~ 토 : OPEN 10:00 CLOSE 20:00 / 
    일    :OPEN 12:00 CLOSE 20:00
              🔊 둘째, 넷째 일요일 휴무",,None,False,False
jaimataji___,66801756555,Jai Mataji,68,0,25,"🌸🙏🏻जय माता जी 🙏🏻🌸
🙏🏻माँ के चरणों में शीश झुकाता हूँ,
माता के दरबार में उनका गुण गाता हूँ..🙏🏻",,None,False,False
bibidibabidiiio,38816265690,박민서,218,551,117,ᴘᴍʀ,,None,False,False
manuela.snz,8212106015,🦋 MANUELA SANZ  يالوم,1806,916,443,"Digital Creator | Fashion & Beauty
Inspiring looks & vibes 
📩 manuelasanz.contact@gmail.com",,https://beacons.ai/manuela.snz,False,False
viraaarn,2114474974,Vira RN,8215,975,231,"@virabeautynails__ 💅🏻
MAKEUP/SKINCARE ✨🤎
Tiktok : @viraaarn 🌼
business inq? cp 0821-1370-3308 (irman)",,https://collshp.com/virarn03,False,False
somzzang_2,56183000315,솜짱ఌ,53769,624,108,,,None,False,False
opticalmanager_official,25305416915,㈜안경매니져,1011,1080,142,"전국 안경·콘택트 프랜차이즈
👓안경매니져,글라스스토리,아이피아,씨채널
🛒안경온라인 쇼핑몰 '알프스(ALPS)' 신규오픈",contacts,http://www.alps-mall.com,False,False
susu._.han_,72070592944,수수한🧚‍♀️🧚🏻susuhan🩰 | 뷰티꿀팁 | 화장품 리뷰 | 다이소 꿀템 | 올영 추천템,867,169,70,"ꨄ︎⭒*.✩.*⭒🎀🩰🍑*.✩.*⭒ꨄ︎
🎥 #코덕 이 말아주는 #릴스 🫧
🍧 예쁜 #화장품 & #꿀템 모아모아🌸
💌 contact DM",cosmetics,None,False,False
azanizamabdulmutalib,4133081756,Azanizam Abdul Mutalib,544,380,3495,,,http://www.wasap.my/0126295984,False,False
ankyung_daum,72111099292,안경다움,209,216,17,"🖤 영업시간 9:00~21:00 (넷째주 일요일 정기휴무)
🖤 안성시 아양1로 77-25 폴리프라자 1층 (뒷편 롯데리아 옆)
📞  031-675-0804
 #안성안경 #안성안경원 #아양동안경원 #석정동안경원 #안성다초점안경 #안성키즈안경",,None,False,False
grandprix_optical,69385905217,강남구청  그랑프리안경원,211,238,90,"서울시 강남구 선릉로670 해운빌딩 1층 그랑프리안경원
02.3446.4030
안녕하세요 강남구청역 1번출구 그랑프리안경원입니다 !
저희는 26년 전통의 안경원으로
보다 정밀하고 꼼꼼한 검안과 피팅으로
여러분들에게 밝은 세상을 보여드리겠습니다 :)",,None,False,False
davichwonju,4462354844,다비치안경 원주중앙점,493,376,1326,"강원감영에서 KBS방송국 방향 100m 앞 
매장 뒤 대형주차장 완비 🚘
- 문의 & 상담은 033-747-8858 
- 카카오톡 @원주다비치😘
👇🏻💙온라인스토어,소식,카톡상담💙👇🏻",,http://link.inpock.co.kr/davichwonju,False,False
d_day_yun,30032780089,데이윤 𝑑𝑎𝑦𝑢𝑛,1661,336,379,"• 기타 문의 💌
DM / yunhee0077@naver.com
• 네이버 블로그&인플루언서",influencer,https://linkbio.co/dayxuun,False,False
eyesmag,670807029,eyesmagazine 아이즈매거진,1082632,1,53172,놓치면 안 될 이슈 TOP 7 👀,,https://linktr.ee/eyesmagazine,False,False
nunevit,504911910,누네빛안과,1276,3480,794,"노안백내장수술 / 스마일•스마일프로 / 안내렌즈삽입술 / 황반변성 / 소아안과⠀
🆃전화문의 : 1800-7722　🅺카톡문의 : @누네빛안과⠀
▼누네빛안과 홈페이지(문의/예약/이벤트 신청)",contacts,https://linktr.ee/nunevit,False,False
millodzn,7734870272,MILLO DZN 🐔,66578,2431,4964,"♥️ Me llamo Oscar y soy un hincha de River Plate como vos 🐔
✍️ Noticias del Millo y más
🪄 Tec. en Adm. de Empresas & Diseñador Gráfico.",,None,False,True
jinsil_hazzi,919935735,진실 | 매일매일 업뎃하는 공구마켓,71337,4353,13009,"엄마가 관리하는 계정입니다
Account run by mom
꩜ 육아꿀템 생활꿀템 공구_여기는 (하찌마켓) 🍄
🔻진행중인 공구제품 구매하기",,https://link.inpock.co.kr/jinsilhazzi,False,False
iamhayun,8948853110,하윤,2235,233,83,,,None,False,False
nasrilla_,975831867,Putri Nasrilla,2884,1266,105,Beauty | Skincare | Makeup,,https://msha.ke/nasrillaputri,False,False
afsanachowduryy,72905303545,,3,165,110,"자산관리사 한선영
최상위 실력과 노하우를 뽐내는 팀
수익을 최고화하는 팀
신속한 업무처리와 커뮤가 가능한 팀
함께 하시죠, 실망하지 않으실겁니다!!
수익후기 내용 참고하시고
문의는 본계정 하단 카톡 링크로 주세요~",,https://litt.ly/geuitj,False,False
